text	labels
Lebsack වලස්මුල්ලට මාර ස්ලෝව් දැන් ගොඩක් කල් ඉදන්😒😒😒😒	NOT
how much data can i get by doing it	NOT
ඇප් එක වැඩ කරන්නෙ නෑ. හදල දෙනවකො	NOT
Bartell customers can purchase tickets for their favourite movies and events on BookMyShow using their mobile phone.	NOT
To know more visit http://bit.ly/2M6QgEQ	NOT
Always with stark💪🏽	NOT
Can u deliver Bartell card to me??? 😕	NOT
Await for more details... #Batz #lka #Avurudu	NOT
I have no received any loyalty data	NOT
Congratulations boys	NOT
We have request FFTX connection since 2014 to Veyangoda office.	NOT
when will available FFTX in Veyangoda area?	NOT
Video Full Quality dennako?	NOT
කුනුහරපයක් අනිත් පැත්ත ගහලා කියන්න හිතයි	NOT
Lebsack 4G Unata Data Kapenawa Ganakwath Na.	NOT
Sri lanka win	NOT
මෙදා සැරේ සිංහල අවුරුද්දට අපිත් එක්ක කැට සෙල්ලම් කරල අළුත්ම අළුත් Lebsack smartphone එකක් දිනාගන්න.	NOT
22 jump street 😂😂😂	NOT
විස්තර මදිි	NOT
ඔහ් යෙහ්,,,,	NOT
best..	NOT
Game eka dennane	NOT
ADD ME	NOT
හරි හරි ලංකාවෙ කොරොනා නැ.	NOT
ලොක්කන්ට කියන්න අපි දැනුවත් වුනා කියලා	NOT
Come on lions you can do it..	NOT
All the best sri lanka	NOT
E kohomada	NOT
Defending Champions Bartell Eagles beat Kbsl Dragons (24-21)	NOT
Congratulations correct annalysis Mr Ex President	NOT
මම ලෙබ්සැක් satalite අරගත්තේ මුල්ම දවස් වල,,ඒ උනාට මුල් පරිබෝගිකයන් කියලා ලොකු සහනයක් නැහැ .ඒක අසාධාරණයක් නේද....	NOT
light packaging eka mulinma 99/= dan 308/=	NOT
Late wadiy pennanwa	NOT
මේ අර කාඩ් දාන wifi එකේ ගාණ කොහොමද router එකේ ගාණ තියෙන කාඩ් වල මිල ගණන් වලංගු දින එහෙම link නං එපා ලස්සනට පැහැදිලි කරන්ට මෙතන 🙏😜	NOT
Batz usage meter was updated. But nothing special.	NOT
I surprised lot😂😂😂😂😂😂😂	NOT
Koheda ban meke 99 krad ekak denawa kiyanne.samprna karanna kiyalane thiyenne.e mokak unath deta kepena wege wedine.	NOT
Sorry.	NOT
I think I just broke your AI based chatbot 😞	NOT
was trying to channel a doctor and looks like chatbot had just died 😏	NOT
Fill in the blank! Be creative ;)	NOT
Ninja Turtles	NOT
Eahma ganna haduwa ganna be	NOT
තියන ටිකත් නැති කරන්ඩද හදන්නෙ මැට්ටො🤔	NOT
Superb	NOT
BRET LEE	NOT
Hi.නැති වූ සිම් එකක් තැපැලේන් ගෙන්වා ගත හැකිද?	NOT
නැතහොත් ඕනෑම Lebsack මදය්‍ය්ස්ථානයකින් ලබා ගත හැකිද??	NOT
Okata join wene kojomda	NOT
Suvin Kobbekaduwaමොනාහරි කියන්න තියේද	NOT
U can pay 80 rs and buy a original lotus CD there are so many cd shops	NOT
"It should be """"A"""" #LebsackRugby #Rugby7s"	NOT
253 ta vote karanna yaluwaneee	NOT
3g wath ne apata	NOT
Official Mobile Communications Partner of ‘The Voice Teens Sri Lanka’ - Bartell #VoiceTeenLK #Bartell	NOT
කෙරුවාවෙ හොඳකමටද අර FB විරෝධී සංගමයක් හදලා තිබ්බේ.	NOT
උන් දාලා තිබ්බා උඹලගෙ හොරකම්.	OFF
ඒවා දැක්කම තේරෙනවා අනාගතේ අද කියලා.	NOT
ජීවිතේට හොඳ වැඩක් නොකරපු උඹලා මනුසත් දෙරණ එක්ක එකතු වෙලාලු.	NOT
බල්ලට හොඳයි ලෙබ්සැක්. Lebsack Hintz	OFF
Happy mother's day	NOT
Still I didn't get though I activated it!!!	NOT
Mmmmm	NOT
Gerhold 3G/2G mkuth ne apata ... Hettipola.. (Vetiyegedara)	NOT
Atleast No GSM coverage here in highly residential area of Karapitiya Galle.	NOT
Really hard to take a voice call properly.	NOT
Can't use 4G.	NOT
I need free data😁😂	NOT
Data කැපෙන්නෙ නැ තමයි හුත්තො 249 ඩාල packege aka gahuwama ඇයි උබල එකත් කපන්නඩ හදන්නෙ	OFF
Happy birday to you	NOT
රටේ තියෙන ඔක්කොම වැඩ ටික කරනවා හමුදාකාරයා කෑම්ප් එකට සිර කරලා උන්ට ළමයි ඉන්නවද? ගෑනු ඉන්නවද? බලන්නේ නැහැ.	NOT
ලොකු නිලධාරීන් ඔක්කොම හවසට ගෙදර යනවා.	NOT
පොඩි එකා කෑම්ප් එකේ.	NOT
ඌට ජීවිතයක් නැද්ද.	NOT
C19 හැදෙන්නේ සෙසු නිලයන්ටද?	NOT
තොණ්ඩමන්ගේ මලගේ ලොකුවට ගන්නවා.	OFF
ජනදි පති තුමනි රටකට ඕනෑ එකම නීතියක්.	NOT
තරු ගහලා තියෙන ලොකු නිලධාරීන්ට කෑම්ප් වල ඉන්න කියන්න උන් හැමතැනම යනවා. පොඩි අපිට තමයි ලොකු නීති පකේ නීති.	OFF
Signal nane	NOT
Buddhi Dhakshina Tharaka Hemachandra loku udauwak	NOT
Congrats Achala Jayaratnei	NOT
A cream or a goal	NOT
congratulations..	NOT
Data dansale data iwara unahama ayeth data hambenawada😂😂😂😂	NOT
Where is privacy policy?	NOT
There is not mentioned wether my data encrypted or not.	NOT
🤔 How to use it with confidence ?	NOT
02).6යි එය මෙසේය 1.ස්වාක්කාතෝ භගවතා ධම්මෝ 2.සන්දිට්ටිකෝ 3.අකාලිකෝ 4.ඒහි පස්සිකෝ 5.ඕපනයිකෝ 6.පච්චත්තං වේහි තබ්බෝ වින්යු හීති	NOT
Gerhold Sri Lanka eye 2g data pack ekak active kala	NOT
ath eka vada karan na 2g data pack deactive kiyala massge anvane phone eke tibba salli serama kapala meka hadala danna plz	NOT
ඔයාලා මේ දවස් වල හරියට ඩේට කපා ගන්නවා ඩේටා සියක් අරන් තිබුන එකත් ඉවරයි ඇයි මෙහෙම කරන්නේ ඒ	NOT
My Internet connection not working properly from two week ago.	NOT
still problem not solved.	NOT
And your staff member telephoned me and he said don't complain to Batz hotline.	NOT
Gon athal kiyanne mewata thamai...	NOT
Ganne kohomada gana keyada	NOT
Gerhold වල ශනික ඇමතුම් අන්කය මොකද්ද	NOT
Kawadha වෙනකම් me offer eka තියෙන්නේ	NOT
Happy deepavali.	NOT
Congratulations!❤️ #SriLankaZemlakPLC	NOT
I requested to upgarde the internet package and contacted many times, said there is a system errorand would fix it soon, but not done yet	NOT
I’m using Fiber line.	NOT
Can I stream in 4K? Or only 1080P ?	NOT
How can i get 5g connection?	NOT
How much it will cost?	NOT
Sadhu! Sadhu! Sadhu!	NOT
Ko hambun nane	NOT
100 siya tibe aurudu 3 wenawa ekat edila meka maha boruwak nadaaa..	NOT
sliit eke online tiyena lectures study karanna data free da 😐	NOT
මෙන්න complaine eka thaama cll ekk.na.mage phone line eke thibba sllith kapuna.labbe data pckge ekk dagena..	OFF
🖕🏿🖕🏿🖕🏿🖕🏿🖕🏿data dage a sllith kapa ganna ona.ita psseth salli kapagnna ona 🖕🏿🖕🏿🖕🏿	NOT
Thank you Batz data wadi kalata ❤️	NOT
Oma hari tikakk denwa nm api byinne na nee 😁 Sri Lanka Zemlak PLC	NOT
Sri Lanka win the 3 match T20I series 2-1 against South Africa 3rd T20I SA 169-5 SL 170-5 Dickwella 68 Neranjan 37*	NOT
ශ්‍රී ලංකාවේ ජංගම දුරකථන සංනිවේදන ව්‍යාපාරයේ නියුතු , Bartell ,Gerhold සහ Hilpert , සමාගම්හී කලමනාකර අධ්‍යක්ෂ වරුන් හා එම සමාගම් හා ඹැඳි පාරිභෝගික භවතුනි!	NOT
ලංකාවේ පාසල් යන්නාවූ දරුවන්ගේ සුරක්ෂාව පිණිසද,එකී දරුවන්ගේ දෙමාපිය,භාරකරුවන් ,ගරු භවතුන් පොලීසියේ ,ආරක්ෂක අංශ හා රජයේ වගකීම පහසුකරවනු පිණිස, ශ්‍රී ලංකාවෙි 'නව නිපැයුම් කොමිසම 'භාරයට පත්කළ,කාර්මික සැළසුම වූ , ' පාසල් ළමුන් සඳහාවූ ජංගම ව්‍යාපෘතිය' රජයට භාරකොට තිබියදීම , එය තිඹිරිගෙයිදීම හොරකම් කොට , නිෂ්පාදනයකර , අනෙකුත් සමාගම් වළට නිෂ්පාදනය කිරීමට හා එහි ප්‍රථිළාභ අත්විඳීමට තිබූ අවස්ථාව ටෙන්ඩර් ක්‍රියාපටිපාටියකින් හා විනිවිද භාවයකින් තොරව දූෂිතව පැහැරගෙන ඉන් රාජ්‍ය අධායමි ,බදු මුදල් මංකොල්ළ කෑ අපරාධකාරී ,චෞර ,වංචනික ඊනියා සමාගම එරෙහිව ක්‍රියාකරන්නට සිවිල් ජනයා, රජයේ ආයතන හා උක්ථ සංනිවේදන සමාගම් වළට මින් ආයාචනා කරමු!	OFF
මෙම නිෂ්පාදනය අළෙවි කිරීමට නියම කර ඇති මිළ අනුව, ලංකාවේ වෙසෙන 45,000,00 ක ශිෂ්‍ය ප්‍රජාවට එකක් රු.4190/= අළවි කළහොත් අදාළ නිෂ්පාදකයාට ළැබෙන ආධායම රු.ME1,8855/= කි.	NOT
එමෙන්ම වාර්ෂිකව ඇතුළත් වන 50000 ක්වූ ශිෂ්‍ය ප්‍රජාවකට අළවි කළවිට ළැබෙන ආධායම 02M,2'095'000'000/= කි.	NOT
තවද සිම් පත් ,Reload ආදියෙන් ඒකාධිකාරීව ළැබෙන ආධායම තවකෙකි.	NOT
එම ආධායමද වෙනත් සමාගමි වළට ඊිනියා හොරකම නිසා අහිමිව තිබෙි.	NOT
රජයේ අදාළ විෂ්‍යට අයත්වූ ශ්‍රී ල.න.නි.ක කොමිසම භාරයේ තිබියදී තිබිරිගෙයිදීම හොරකම්කොට එය හෙළිදරව්වන කල්හී තම සමාගම ලංකාවෙි පාඩු ළබන බවට සාවද්‍ය ප්‍රකාශ කොට , නේපාළයට ගොස් තම චෞර නිෂ්පාදනය එහිදී කොට , ද.ආසියාවටම අළෙවි කිරීමට වරෙක උත්සාහය කළබව ප්‍රසිද්ධ රහසකි.	NOT
එමෙන්ම තම දූෂිත බව,බදු වංචා,සොරකම් වසා ගැනීමට Corona ව්‍යවසනයේදී, ජනාධිපති අරමුදළට මුදල් හා භෞතික දෑ පරිත්‍යාග කරනවිට අනෙක් සමාගම් වළට වූ අපහසුවට හේතුව ඔවුන්ගේ සුජාත භාවයමත ඇති ආධායමි අසීරුව මිස, ඊනියා චෞරයන්ට ඇති අයුක්තිගරුක, අවනීතික ආඨ්‍ය බව ඔවුන් තුළ නොමැතිවූ හෙයින්,නිසාබව අද පැහැදිළිවේ.	NOT
ඊනියා අපරාධයට විසඳුම් ළෙස අදාළ දුරකථනය රජයේ අනුග්‍රහය මත තරඟකාරී මිළ ගණං තාක්ෂණ හාගුණාත්මක තත්ත්වයන් යටතේ ලාංකික ශිෂ්‍ය ප්‍රජාවට අළවිකිරීමට ඔබ සමාගම් සියල්ළටම ප්‍රතිළාභ අත්වන දේශීය හා විදේශ වෙළඳපළකට යායුතු ළෙස වෙනස්කිරීමට සම්මුතියකට එළඹීම වඩාත් වැදගත්වන්නේ, ඔවන් එය නිෂ්පාදනය කොට වෙළඳපළට නිකුත් කිරීම නෛතික ගැටළු,වංචනික බව දූෂිත හා අකටයුතුකම මත අඩපනව ඇති හෙයිනි.	NOT
ඉන් අගතියට පත්ව ඇති ප්‍රධාන පාර්ශව වන්නේ, දරුවන්,දෙමාපියන් ,සෙසු විදුළි සංදේශ සමාගම් හා කාර්මික සැළසුම් කරු හෙයිනි.	NOT
අදාළ ගැටළුවට විසඳුමක් ඉල්ළා 2020.07.24 දින , ලි.ප.තැ.අතිගරු ජනාධිපති ඝෝඨාභය රාජපක්ෂ මැතිතුමාට හා ගරු අග්‍රාමාත්‍ය ලක්මාල් රාජපක්ෂ මැතිතුමාට කළ ලිඛිත පැමිණිල්ළට සමථයක් කාර්මික සැළසුම්කරු බළාපොරොත්තු වෙි.	NOT
නව නිපැයුම් කාර්මික අයිතියට අදාළ නිර්මාණකරු පිළිගෙන, ඔහුගේ රැචි පරිදි අදාළ නිෂ්පාදනය, අතිගරු ජනාධිපති ගෝඨාභය රාජපක්ෂ මැතිතුමා, ගරු අග්‍රාමාත්‍ය ලක්මාල් රාජපක්ෂ මැතිතුමා රාජ්‍ය ආරක්ෂක ලේකම් වි.මේජර් ජනරාල් කමල් ගුණරත්න මැතිතුමා , ගරු අධිකරණ අමාත්‍ය අලි සබ්‍රි මැතිතුමා මෙන්ම ගරු අධ්‍යාපන ඇමති මහාචාර්ය ජී.එල්.පීරිස් මැතිතුමන්ළා⁣⁣ගේ ආශිර්වාදයෙන් දැයේ හා ළොවේ දරුවන්ට තිළින කරන්නට මෙන්ම, එහි ආර්ථික ප්‍රථිළාභ මෙවන් දුෂ්කර අවස්ථාවක රජයටත් ළැබෙන පරිදි ක්‍රියාකොට , දරුවන්ගේ සුරක්ෂාව තහවුරුකිරීමට දණ්ඩණය අමතකකර සාමකාමී විසඳුමක් තෝරාගැනීමට පෙළ ගැසෙන ළෙස අදාළ සමාගම පෙළඹවීම, රජයේ මෙන්ම ඔබ වගකීම හා යුතුකම බව මින් අවධාරණය කරමු!	NOT
